treatment,species,individual,year,abundance,notes id,order,notes_id,guild,bodylength_mm,stage
no predators+fertilised,Tillia,TPF20,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.4,Adult
no predators+fertilised,Tillia,TPF20,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,2.3,Adult
control,Alnus,AC10,2020,1,Heteroptera,Heteroptera,NA,Sucking,4.1,Juvenile
control,Tillia,TC14,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4.1,Adult
control,Tillia,TC14,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4.1,Adult
control,Alnus,AC13,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,4.1,Juvenile
control,Alnus,AC9,2020,1,Coleoptera,Coleoptera,Curculionidae,Chewing,4.1,Adult
no predators+fertilised,Alnus,APF21,2021,1,araneae,araneae,NA,Predator,3,NA
no predators+fertilised,Alnus,APF21,2021,1,araneae,araneae,NA,Predator,2,NA
no predators+fertilised,Alnus,APF21,2021,1,araneae,araneae,NA,Predator,2.2,NA
no predators+fertilised,Alnus,APF21,2021,1,araneae,araneae,NA,Predator,3.3,NA
no predators+fertilised,Alnus,APF21,2021,1,lepidoptera,lepidoptera,NA,Chewing,12.2,Juvenile
no predators,Tillia,TPC25,2021,1,araneae,araneae,NA,Predator,1.2,NA
no predators,Tillia,TPC25,2021,1,araneae,araneae,NA,Predator,2.8,NA
no predators,Tillia,TPC25,2021,1,araneae,araneae,NA,Predator,1.3,NA
no predators,Tillia,TPC25,2021,1,araneae,araneae,NA,Predator,1.2,NA
no predators,Tillia,TPC25,2021,1,araneae,araneae,NA,Predator,1.2,NA
no predators,Tillia,TPC25,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,3,Adult
no predators,Tillia,TPC25,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,3.2,Adult
no predators,Tillia,TPC25,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,3.3,Adult
no predators,Tillia,TPC25,2021,1,psocoptera,psocoptera,NA,No relationship,2.3,Adult
no predators,Tillia,TPC25,2020,1,Lepidoptera,Lepidoptera,NA,Chewing,12,Juvenile
no predators+fertilised,Tillia,TPF15,2021,1,araneae,araneae,NA,Predator,3,NA
no predators+fertilised,Tillia,TPF15,2021,1,araneae,araneae,NA,Predator,7,NA
no predators+fertilised,Tillia,TPF15,2021,1,araneae,araneae,NA,Predator,7,NA
no predators+fertilised,Tillia,TPF15,2021,1,araneae,araneae,NA,Predator,1.2,NA
no predators+fertilised,Tillia,TPF15,2021,1,araneae,araneae,NA,Predator,1.3,NA
no predators+fertilised,Tillia,TPF15,2021,1,araneae,araneae,NA,Predator,1.8,NA
no predators+fertilised,Tillia,TPF15,2021,1,auchenorrhyncha,Heteroptera,NA,Sucking,2.2,Juvenile
no predators+fertilised,Tillia,TPF15,2021,1,Coleoptera,Coleoptera,byturidae,No relationship,3,Adult
no predators+fertilised,Tillia,TPF15,2021,1,diptera,diptera,platypalpus,Predator,2.8,Adult
no predators+fertilised,Tillia,TPF15,2021,1,diptera,diptera,platypalpus,Predator,3,Adult
no predators+fertilised,Tillia,TPF15,2021,1,diptera,diptera,platypalpus,Predator,3.1,Adult
no predators+fertilised,Tillia,TPF15,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,3.3,Adult
no predators+fertilised,Tillia,TPF15,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,3,Adult
no predators+fertilised,Tillia,TPF15,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,2.5,Adult
no predators+fertilised,Tillia,TPF15,2021,1,diptera,diptera,Sciaroidea,Predator,1.5,Adult
no predators+fertilised,Tillia,TPF15,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,11,Adult
no predators,Alnus,APC28,2021,1,araneae,araneae,NA,Predator,1.5,NA
no predators,Alnus,APC28,2021,1,araneae,araneae,NA,Predator,1.3,NA
no predators,Alnus,APC28,2021,1,araneae,araneae,NA,Predator,2.6,NA
no predators,Alnus,APC28,2021,1,araneae,araneae,NA,Predator,1.4,NA
no predators,Alnus,APC28,2021,1,araneae,araneae,NA,Predator,1.2,NA
no predators,Alnus,APC28,2021,1,opiliones,opiliones,NA,Predator,1,NA
control,Tillia,TC14,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4.2,Adult
control,Tillia,TC12,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,4.2,Adult
control,Tillia,TC14,2020,1,Hymenoptera,Hymenoptera,Ichneumonidae,Predator,4.2,Adult
control,Alnus,AC13,2020,1,Diptera,Diptera,Asilidae,Predator,4.2,Adult
control,Tillia,TC12,2021,1,araneae,araneae,NA,Predator,4.2,NA
control,Alnus,AC12,2021,1,araneae,araneae,NA,Predator,4.2,NA
control,Tillia,TC9,2021,1,araneae,araneae,NA,Chewing,4.3,NA
control,Alnus,AC12,2021,1,DIPTERA,DIPTERA,NA,No relationship,4.3,Adult
control,Tillia,TC14,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4.4,Adult
control,Alnus,AC9,2020,1,Coleoptera,Coleoptera,Curculionidae,Chewing,4.4,Adult
control,Alnus,AC11,2020,1,Heteroptera,Heteroptera,NA,Sucking,4.5,Juvenile
control,Alnus,AC12,2021,1,Hymenoptera,Hymenoptera,NA,Chewing,4.5,Juvenile
control,Alnus,AC12,2021,1,Hymenoptera,Hymenoptera,NA,Chewing,4.5,Juvenile
control,Tillia,TC14,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4.7,Adult
no predators+fertilised,Alnus,APF15,2021,1,araneae,araneae,NA,Predator,4,NA
no predators+fertilised,Alnus,APF15,2021,1,araneae,araneae,NA,Predator,3,NA
no predators+fertilised,Alnus,APF15,2021,1,Coleoptera,Coleoptera,Coccinellidae,Predator,4,Adult
no predators+fertilised,Alnus,APF15,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,14.3,Adult
no predators+fertilised,Alnus,APF15,2021,1,lepidoptera,lepidoptera,NA,Chewing,15,Juvenile
no predators+fertilised,Alnus,APF15,2021,1,lepidoptera,lepidoptera,NA,Chewing,10,Juvenile
control,Alnus,AC13,2020,1,Araneae,Araneae,NA,Predator,4.7,Adult
control,Alnus,AC9,2020,1,Heteroptera,Heteroptera,NA,Sucking,4.8,Juvenile
control,Alnus,AC12,2021,1,Hymenoptera,Hymenoptera,NA,Chewing,4.8,Juvenile
control,Alnus,AC9,2020,1,Hymenoptera,Hymenoptera,Ant,Predator,4.9,Adult
control,Tillia,TC12,2020,1,Heteroptera,Heteroptera,NA,Sucking,4.9,Adult
control,Alnus,AC14,2020,1,Coleoptera,Coleoptera,Dermestidae,No relationship,5,Adult
control,Alnus,AC8,2020,1,Tettigoniidae,ORTHOPTERA,NA,Predator,5,Juvenile
control,Tillia,TC9,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,5,Juvenile
control,Alnus,AC12,2021,1,Hymenoptera,Hymenoptera,NA,Chewing,5,Juvenile
control,Alnus,AC8,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,5,Juvenile
control,Tillia,TC13,2020,1,Araneae,Araneae,NA,Predator,5,Adult
control,Tillia,TC9,2020,1,Neuroptera,Neuroptera,Hemerobiidae,Predator,5,Juvenile
control,Tillia,TC14,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,5,Adult
control,Tillia,TC8,2021,1,araneae,araneae,NA,Predator,5,NA
control,Tillia,TC12,2021,1,Heteroptera,Heteroptera,NA,Predator,5,NA
control,Alnus,AC12,2021,1,Heteroptera,Heteroptera,NA,Sucking,5,Adult
control,Alnus,AC8,2020,1,Lepidoptera,Lepidoptera,NA,Chewing,5.1,Juvenile
control,Alnus,AC12,2021,1,Coleoptera,Coleoptera,curculionidae,Chewing,5.5,Adult
control,Alnus,AC14,2020,1,Lepidoptera,Lepidoptera,NA,Chewing,6,Juvenile
control,Alnus,AC12,2020,1,Lepidoptera,Lepidoptera,NA,Chewing,6,Juvenile
control,Alnus,AC12,2021,1,Coleoptera,Coleoptera,curculionidae,Chewing,6,Adult
control,Alnus,AC9,2021,1,diptera,diptera,Mycetophilidae,No relationship,6,Adult
control,Alnus,AC9,2021,1,diptera,diptera,Mycetophilidae,No relationship,6,Adult
control,Alnus,AC11,2020,1,Coleoptera,Coleoptera,Elateridae,Chewing,6.1,Adult
no predators+fertilised,Alnus,APF20,2021,1,Hymenoptera,Hymenoptera,Braconidae,Predator,2.8,Adult
no predators+fertilised,Alnus,APF20,2021,1,diptera,diptera,Asilidae,Predator,9,Adult
no predators+fertilised,Alnus,APF20,2021,1,diptera,diptera,Asilidae,Predator,7,Adult
no predators+fertilised,Alnus,APF20,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,4,Juvenile
no predators+fertilised,Alnus,APF20,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,5,Juvenile
no predators+fertilised,Alnus,APF20,2021,1,lepidoptera,lepidoptera,NA,Chewing,13,Juvenile
no predators+fertilised,Alnus,APF20,2021,1,Coleoptera,Coleoptera,Latridiidae,No relationship,1.8,Adult
no predators,Tillia,TPC22,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,12,Juvenile
no predators,Alnus,APC23,2021,1,araneae,araneae,NA,Predator,3.2,NA
no predators,Alnus,APC23,2021,1,araneae,araneae,NA,Predator,3.8,NA
no predators,Alnus,APC23,2021,1,araneae,araneae,NA,Predator,1.2,NA
no predators+fertilised,Tillia,TPF17,2021,1,collembola,collembola,NA,No relationship,2.5,NA
no predators+fertilised,Tillia,TPF17,2021,1,araneae,araneae,NA,Predator,3.3,NA
no predators+fertilised,Tillia,TPF17,2021,1,araneae,araneae,NA,Predator,1.5,NA
no predators+fertilised,Tillia,TPF17,2021,1,psocoptera,psocoptera,NA,No relationship,1.5,Juvenile
no predators+fertilised,Tillia,TPF17,2021,1,araneae,araneae,NA,Predator,1.6,NA
no predators+fertilised,Tillia,TPF17,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.2,Adult
no predators+fertilised,Tillia,TPF17,2021,1,diptera,diptera,NA,No relationship,8.5,Adult
no predators+fertilised,Tillia,TPF17,2021,1,opiliones,opiliones,NA,Predator,1,NA
no predators+fertilised,Tillia,TPF17,2021,1,collembola,collembola,NA,No relationship,2,NA
no predators+fertilised,Tillia,TPF17,2021,1,collembola,collembola,NA,No relationship,1.2,NA
no predators+fertilised,Tillia,TPF17,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.2,Adult
no predators+fertilised,Tillia,TPF17,2021,1,diptera,diptera,NA,Predator,4,Adult
no predators+fertilised,Tillia,TPF17,2021,1,collembola,collembola,NA,No relationship,1.6,NA
no predators,Alnus,APC27,2021,1,araneae,araneae,NA,Predator,1.2,NA
no predators,Alnus,APC26,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,12,Juvenile
no predators,Alnus,APC27,2021,1,araneae,araneae,NA,Predator,1.5,NA
no predators,Alnus,APC27,2021,1,araneae,araneae,NA,Predator,4.5,NA
no predators,Alnus,APC27,2021,1,araneae,araneae,NA,Predator,4,NA
no predators,Alnus,APC27,2021,1,araneae,araneae,NA,Predator,3.5,NA
no predators,Tillia,TPC28,2020,1,Elateridae,Coleoptera,NA,Chewing,12,Adult
no predators,Tillia,TPC24,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,12,Juvenile
no predators,Alnus,APC25,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,12.1,Juvenile
no predators,Tillia,TPC22,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,12.8,Juvenile
no predators,Alnus,APC27,2021,1,araneae,araneae,NA,Predator,0.8,NA
no predators,Alnus,APC27,2021,1,araneae,araneae,NA,Predator,3.3,NA
no predators,Alnus,APC27,2021,1,collembola,collembola,NA,No relationship,1.3,NA
fertilised,Alnus,AF5,2021,1,araneae,araneae,NA,Predator,2.3,NA
fertilised,Alnus,AF5,2021,1,araneae,araneae,NA,Predator,4,NA
fertilised,Alnus,AF5,2021,1,diptera,diptera,NA,No relationship,NA,Adult
fertilised,Alnus,AF5,2021,1,psocoptera,psocoptera,NA,No relationship,3.1,Adult
fertilised,Alnus,AF5,2021,1,coleoptera,Coleoptera,curculionidae,Chewing,6.2,Adult
fertilised,Alnus,AF5,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,3.5,Adult
fertilised,Alnus,AF5,2021,1,Heteroptera,Heteroptera,NA,Sucking,2.5,Juvenile
fertilised,Alnus,AF5,2021,1,diptera,diptera,NA,No relationship,1,Adult
fertilised,Alnus,AF5,2021,1,araneae,araneae,NA,Predator,1,NA
fertilised,Alnus,AF5,2021,1,diptera,diptera,platypalpus,Predator,2.8,Adult
fertilised,Alnus,AF5,2021,1,diptera,diptera,NA,No relationship,1,Adult
no predators+fertilised,Alnus,APF17,2021,1,araneae,araneae,NA,Predator,3.7,NA
no predators+fertilised,Alnus,APF17,2021,1,Ixodoidea,Ixodoidea,ixodidae,No relationship,3,NA
no predators+fertilised,Alnus,APF17,2021,1,coleoptera,Coleoptera,ELATERIDAE,Chewing,13,Adult
no predators+fertilised,Alnus,APF17,2021,1,lepidoptera,lepidoptera,NA,Chewing,9.5,Juvenile
no predators+fertilised,Alnus,APF17,2021,1,heteroptera,Heteroptera,NA,Sucking,2,Juvenile
no predators+fertilised,Alnus,APF17,2021,1,araneae,araneae,NA,Predator,1.2,NA
no predators+fertilised,Alnus,APF17,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,2.3,Adult
no predators+fertilised,Alnus,APF17,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,2.3,Adult
control,Alnus,AC12,2020,1,Chrysomelidae,Coleoptera,NA,Chewing,6.5,Adult
control,Alnus,AC13,2020,1,Diptera,Diptera,Asilidae,Predator,6.8,Adult
control,Alnus,AC13,2020,1,Lepidoptera,Lepidoptera,NA,Chewing,7,Juvenile
control,Tillia,TC10,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,7,Juvenile
control,Tillia,TC12,2021,1,araneae,araneae,NA,Predator,7,NA
control,Alnus,AC11,2020,1,Diptera,Diptera,Asilidae,Predator,7.9,Adult
control,Alnus,AC12,2020,1,Diptera,Diptera,Asilidae,Predator,8,Adult
control,Alnus,AC13,2021,1,Heteroptera,Heteroptera,NA,Sucking,8,Adult
control,Tillia,TC14,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,8.5,Adult
no predators,Alnus,APC27,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,12.9,Juvenile
no predators,Alnus,APC24,2021,1,araneae,araneae,NA,Predator,2.2,NA
no predators,Alnus,APC25,2021,1,Coleoptera,Coleoptera,CANTHARIDAE,Predator,8,Adult
no predators,Alnus,APC25,2021,1,Hymenoptera,Hymenoptera,wasp,Predator,3,Adult
no predators+fertilised,Alnus,APF16,2021,1,collembola,collembola,NA,No relationship,1.2,NA
no predators+fertilised,Alnus,APF16,2021,1,araneae,araneae,NA,Predator,2,NA
no predators+fertilised,Alnus,APF16,2021,1,Coleoptera,Coleoptera,curculionidae,Chewing,3,Adult
no predators+fertilised,Alnus,APF16,2021,1,araneae,araneae,NA,Predator,1.5,NA
no predators+fertilised,Alnus,APF16,2021,1,Heteroptera,Heteroptera,NA,Sucking,2,Juvenile
no predators+fertilised,Alnus,APF16,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,2,Adult
no predators+fertilised,Alnus,APF16,2021,1,araneae,araneae,NA,Predator,2,NA
no predators+fertilised,Alnus,APF16,2021,1,lepidoptera,lepidoptera,NA,Chewing,11,Juvenile
no predators+fertilised,Alnus,APF16,2021,1,collembola,collembola,NA,No relationship,1.3,NA
no predators+fertilised,Alnus,APF16,2021,1,araneae,araneae,NA,Predator,3.8,NA
no predators,Tillia,TPC24,2021,1,Hymenoptera,Hymenoptera,ANT1,Predator,5,Adult
no predators,Alnus,APC27,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,13.1,Juvenile
no predators,Tillia,TPC24,2021,1,Hymenoptera,Hymenoptera,ichneumonidae,Predator,18,Adult
no predators,Tillia,TPC24,2021,1,araneae,araneae,NA,Predator,5.2,NA
no predators,Tillia,TPC24,2021,1,araneae,araneae,NA,Predator,4,NA
no predators,Tillia,TPC24,2021,1,araneae,araneae,NA,Predator,6,NA
no predators,Tillia,TPC24,2021,1,araneae,araneae,NA,Predator,3,NA
no predators,Tillia,TPC24,2021,1,araneae,araneae,NA,Predator,2,NA
no predators,Tillia,TPC24,2021,1,araneae,araneae,NA,Predator,1,NA
no predators,Tillia,TPC24,2021,1,araneae,araneae,NA,Predator,1.2,NA
no predators,Tillia,TPC24,2021,1,Heteroptera,Heteroptera,NA,Sucking,5,Juvenile
no predators,Tillia,TPC24,2021,1,sternorrhyncha,Heteroptera,NA,Sucking,2,NA
fertilised,Tillia,TF6,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,19.5,Juvenile
fertilised,Tillia,TF6,2021,1,araneae,araneae,NA,Predator,2,NA
fertilised,Tillia,TF6,2021,1,araneae,araneae,NA,Predator,3.3,NA
fertilised,Tillia,TF6,2021,1,araneae,araneae,NA,Predator,2.2,NA
fertilised,Tillia,TF6,2021,1,araneae,araneae,NA,Predator,2.1,NA
fertilised,Tillia,TF6,2021,1,diptera,diptera,platypalpus,Predator,2.5,Adult
fertilised,Tillia,TF6,2021,1,lepidoptera,lepidoptera,NA,Chewing,18.5,Juvenile
fertilised,Tillia,TF6,2021,1,auchenorrhyncha,Heteroptera,NA,Sucking,3,NA
fertilised,Tillia,TF6,2021,1,diptera,diptera,Sciaroidea,No relationship,3,Adult
fertilised,Tillia,TF6,2021,1,Hymenoptera,Hymenoptera,ichneumonidae,Predator,2,Adult
control,Alnus,AC9,2020,1,Diptera,Diptera,Asilidae,Predator,8.6,Adult
control,Alnus,AC12,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,9,Juvenile
control,Alnus,AC9,2021,1,diptera,diptera,NA,No relationship,9,Adult
control,Alnus,AC8,2020,1,Diptera,Diptera,Asilidae,Predator,9.1,Adult
control,Alnus,AC8,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,9.5,Juvenile
control,Alnus,AC9,2021,1,lepidoptera,lepidoptera,NA,Chewing,9.5,Juvenile
control,Alnus,AC12,2020,1,Elateridae,Coleoptera,NA,Chewing,10,Adult
control,Tillia,TC10,2020,1,Lepidoptera,Lepidoptera,NA,Chewing,10,Juvenile
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT2,Predator,4.7,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT2?,Predator,3,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT3,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT3,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT3,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT3,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT3,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT3,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT3,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT3,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT3,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT3,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT3,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,araneae,araneae,NA,Predator,8,NA
no predators+fertilised,Tillia,TPF16,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.5,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,auchenorrhyncha,Heteroptera,NA,Sucking,2,NA
no predators+fertilised,Tillia,TPF16,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,2.1,Juvenile
no predators+fertilised,Tillia,TPF16,2021,1,thysanoptera,thysanoptera,NA,Sucking,1,Juvenile
no predators+fertilised,Tillia,TPF16,2021,1,araneae,araneae,NA,Predator,3,NA
no predators+fertilised,Tillia,TPF16,2021,1,araneae,araneae,NA,Predator,3.5,NA
no predators+fertilised,Tillia,TPF16,2021,1,Hymenoptera,Hymenoptera,ANT,Predator,2,Adult
no predators+fertilised,Tillia,TPF16,2021,1,Heteroptera,Heteroptera,NA,Sucking,1.8,Juvenile
no predators+fertilised,Tillia,TPF16,2021,1,diptera,diptera,NA,No relationship,10,Adult
no predators+fertilised,Tillia,TPF16,2021,1,diptera,diptera,platypalpus,Predator,3,Adult
no predators,Tillia,TPC22,2021,1,araneae,araneae,NA,Predator,2.1,NA
no predators,Tillia,TPC22,2021,1,araneae,araneae,NA,Predator,4,NA
no predators,Tillia,TPC22,2021,1,araneae,araneae,NA,Predator,4,NA
no predators,Tillia,TPC22,2021,1,Heteroptera,Heteroptera,NA,Sucking,2.3,Juvenile
no predators,Alnus,APC28,2020,1,Lepidoptera,Lepidoptera,NA,Chewing,17,Juvenile
no predators,Tillia,TPC22,2021,1,thysanoptera,thysanoptera,NA,Sucking,1.3,Juvenile
no predators,Tillia,TPC22,2021,1,ORTHOPTERA,ORTHOPTERA,TETTIGONIIDAE,Predator,4,Juvenile
no predators,Tillia,TPC22,2021,1,collembola,collembola,NA,No relationship,1.2,NA
no predators,Alnus,APC27,2020,1,Coleoptera,Coleoptera,NA,Chewing,18,Adult
no predators,Tillia,TPC22,2021,1,araneae,araneae,NA,Predator,1.6,NA
no predators,Tillia,TPC22,2021,1,collembola,collembola,NA,No relationship,1.2,NA
no predators,Alnus,APC24,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,18.8,Juvenile
no predators,Tillia,TPC22,2021,1,collembola,collembola,NA,No relationship,1.8,NA
no predators+fertilised,Tillia,TPF19,2021,1,araneae,araneae,NA,Predator,1,NA
no predators+fertilised,Tillia,TPF19,2021,1,araneae,araneae,NA,Predator,1.5,NA
no predators+fertilised,Tillia,TPF19,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,12.2,Juvenile
no predators+fertilised,Tillia,TPF19,2021,1,Coleoptera,Coleoptera,Scolytinae,No relationship,4.6,Adult
no predators+fertilised,Tillia,TPF19,2021,1,opiliones,opiliones,NA,Predator,1,NA
no predators+fertilised,Tillia,TPF19,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,5,Juvenile
fertilised,Tillia,TF4,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,8.5,Juvenile
fertilised,Tillia,TF4,2021,1,psocoptera,psocoptera,NA,No relationship,1,NA
fertilised,Tillia,TF4,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,9.5,Juvenile
fertilised,Tillia,TF4,2021,1,araneae,araneae,NA,Predator,1.5,NA
fertilised,Tillia,TF4,2021,1,Ixodoidea,Ixodoidea,NA,No relationship,1,Juvenile
fertilised,Tillia,TF4,2021,1,diptera,diptera,NA,No relationship,8.5,Adult
fertilised,Tillia,TF4,2021,1,araneae,araneae,NA,Predator,1.5,NA
fertilised,Tillia,TF4,2021,1,diptera,diptera,Brachycera,No relationship,4,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,Megaspilidae,Predator,2,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,ANT5,Predator,4,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,Braconidae,Predator,3.1,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,Braconidae,Predator,4,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,ichneumonidae,Predator,3.2,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,CHALCIDOIDEA,Predator,2.5,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,ANT1,Predator,5,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,ANT1,Predator,3,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,ANT1,Predator,3.6,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,ANT1,Predator,3,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,ANT1,Predator,3,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,ANT1,Predator,3,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,ANT1,Predator,3.2,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,ANT1,Predator,3.8,Adult
fertilised,Tillia,TF1,2021,1,Hymenoptera,Hymenoptera,ANT1,Predator,3.2,Adult
fertilised,Tillia,TF1,2021,1,Coleoptera,Coleoptera,curculionidae,Chewing,8.5,Adult
fertilised,Tillia,TF1,2021,1,diptera,diptera,Sciaridae,No relationship,3,Adult
fertilised,Tillia,TF1,2021,1,lepidoptera,lepidoptera,NA,Chewing,12,Juvenile
fertilised,Tillia,TF1,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,10,Juvenile
fertilised,Tillia,TF1,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,6,Juvenile
fertilised,Tillia,TF1,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,8,Juvenile
fertilised,Tillia,TF1,2021,1,diptera,diptera,platypalpus,Predator,2.6,Adult
fertilised,Tillia,TF1,2021,1,diptera,diptera,platypalpus,Predator,3,Adult
fertilised,Tillia,TF1,2021,1,diptera,diptera,platypalpus,Predator,3,Adult
fertilised,Tillia,TF1,2021,1,diptera,diptera,NA,No relationship,4,Adult
fertilised,Tillia,TF1,2021,1,Gastropoda,Gastropoda,NA,Chewing,50,NA
fertilised,Tillia,TF1,2021,1,araneae,araneae,NA,Predator,1.8,NA
fertilised,Tillia,TF1,2021,1,araneae,araneae,NA,Predator,3,NA
fertilised,Tillia,TF1,2021,1,araneae,araneae,NA,Predator,1.8,NA
fertilised,Tillia,TF1,2021,1,araneae,araneae,NA,Predator,1.5,NA
fertilised,Tillia,TF1,2021,1,orthoptera,ORTHOPTERA,tettigonidae,Predator,3,Juvenile
fertilised,Tillia,TF1,2021,1,opiliones,opiliones,NA,Predator,1,NA
fertilised,Tillia,TF1,2021,1,opiliones,opiliones,NA,Predator,1,NA
fertilised,Tillia,TF1,2021,1,Coleoptera,Coleoptera,NA,Predator,8,Adult
control,Tillia,TC9,2021,1,Lepidoptera,Lepidoptera,NA,Chewing,10,Juvenile
control,Alnus,AC13,2020,1,Lepidoptera,Lepidoptera,NA,Chewing,10.9,Juvenile
control,Alnus,AC13,2020,1,Diptera,Diptera,Asilidae,Predator,11,Adult
control,Alnus,AC13,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,11,Juvenile
control,Alnus,AC13,2020,1,Lepidoptera,Lepidoptera,Geometridae,Chewing,11,Juvenile
control,Tillia,TC14,2021,1,Coleoptera,Coleoptera,ELATERIDAE,Chewing,11,Adult
control,Tillia,TC14,2020,1,Coleoptera,Coleoptera,Elateridae,Chewing,11.2,Adult
